	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
ALPK2	20.3498830337355	120.033089140606	21.2980792908151	73.226483624723	69.4298202413199	27.8135927111549	33.1085631617828	1.49082738241812	4.40756587047525	24.0773824181236	125.968419108594	7.75590987441517	70.4944594927358	18.1818209800542	174.730023393253	8.40211770499877	90.3890975129278	220.22876138882	16.095850775671	2.95112041369121	111.383341541492	5.17477222359025	16.412213740458	18.0671632602807	24.8064823934991	112.50775671017	136.009849790692	17.4725744890421	63.9029180004925	2.92594188623492	205.431451612903	16.6558113765083	68.210662398424	19.9403472051219	25.8446503324304	2.85545432159567	1.46564885496183	13.6997045062792	32.3572395961586	9.63962078305836	10.2043215956661	28.3649347451367	54.6040076335878	6.90938192563408	18.339540753509	417.721958877124	26.7778256587048	66.7242674218173	76.3129463186407	112.391775424772
ALPL	201.357972255343	107.79022416374	162.402519472777	647.788438484169	587.638616363613	364.60484194974	201.076596297904	270.619825619824	88.3169733116033	217.772988245052	1328.21500894257	311.155709314532	365.683381070257	68.2527682285929	666.3099844963	122.335126978058	639.566401440532	263.66348708511	338.490665379282	193.12484609702	143.918207856504	180.046047771485	137.194606267577	170.413417423761	384.301036253062	147.713003343745	617.579690962817	176.802802087248	263.962366671419	227.009088375951	626.522230475382	500.857609773325	77.3309529672494	150.509929172229	384.928095312925	306.08991012066	234.793541582965	73.6813592711155	236.076434699776	229.182744397932	115.35091013362	265.162747540792	141.464656990759	357.570790510504	137.03778358649	338.46023916523	384.859501969958	181.997317228062	458.202223250042	380.850464624995
AMD1	18394.2453559371	18095.322264334	15918.6629362744	19922.098501147	16927.1109306756	22650.7740380254	20078.3848696361	11598.2822412162	18831.0403213656	20342.7675319794	15841.2086030146	16028.1178883863	18228.4396441115	16875.6463588985	15725.3451393389	26319.9755986016	14762.67422279	20074.5800392696	17651.6125779235	21792.9751292785	12631.8534422426	17585.991319872	20360.7588991563	16854.4648346272	17056.5734453369	19090.7371298228	19777.1780595912	17174.1943304572	19291.9789804171	16123.2976289221	14120.1658000849	21303.9351341062	16488.0819995075	15816.8532384427	21485.8746104635	12948.4294754986	16867.0600040177	19116.4076582123	21155.5150053785	14975.4314947057	17396.4676039088	19022.190134171	15800.2652144436	16603.4423780764	18385.2285249452	15933.1933991012	23101.4830183452	24561.7190956337	19669.5967114173	19904.4035044518
AMDHD1	5.62462577275496	5.51203035290763	7.75008748169365	6.17060550292254	2.95967417929211	9.63905701214376	9.7611231353439	2.59530644513278	5.97953900387511	4.46433986961988	3.14895864383934	2.94203851786571	1.55845073160616	9.04675410515948	7.38033800334374	2.22561204784925	9.71823442501847	1.17581552378854	8.69932865900284	3.48350160059099	1.78188221723973	4.78632110317656	8.86179188429088	6.96834782721394	2.77108632823131	4.73395844943558	4.9428712139867	4.71038375302946	2.71570717609093	4.72427390194274	0.533106960950764	5.83576770046268	12.1781580891406	1.66440726292461	2.39181754558768	2.23836493474514	1.21765769385295	8.1417138635804	7.09379981596444	1.29019945826151	6.16756632408403	3.74653637294418	9.71122940940137	6.13874272605918	5.65040047175313	1.18763851268161	5.23861117951244	5.31240684819658	4.37833240451535	4.369807799479
AMIGO1	85.605700566363	167.084708199951	361.683082984487	366.119798079291	403.420339817779	227.242797340557	180.537921694164	39.7365180989904	80.6233686284166	556.268098990396	264.289152918001	131.975129278503	144.085816301404	174.125461708939	221.078859886727	146.099421324797	160.576089633095	414.99562915538	189.815377985718	97.9348682590495	151.50135434622	184.587416892391	140.515267175573	73.8319379463186	356.694594927358	479.779857178035	581.125215464171	242.349790691948	372.231470081261	117.030411228761	171.064516129032	160.458877123861	177.759295739966	199.157288845112	246.992304851022	51.6499630632849	40.0820610687023	345.951243536075	449.944533366166	78.0374292046294	183.463063284905	270.46423294755	91.0362595419847	227.298017729623	243.899224328983	188.248214725437	103.591233686284	319.504124599852	149.01114257572	152.642945087417
AMIGO2	968.144441996397	298.184518332275	411.53116940344	1417.51759030055	318.428355732967	1339.98994284529	727.148317111419	198.76288896953	400.84871175106	391.757390583082	1061.4993390272	273.654094143263	399.51096437227	882.713870060524	604.550058969142	415.588440752213	969.043154395469	614.318345883176	529.168211096567	690.380940655011	495.665071475784	300.672556020685	539.442145439936	1417.95392954808	853.059276947602	995.321491984085	986.848928835262	786.070063116422	905.531593851657	275.991293951451	1459.35144312394	1170.81797327596	632.625215464171	1362.74436553092	355.667955131611	48.3544693425265	163.596926476497	1662.39953213494	1404.19830479918	712.971066239842	508.508816210682	1000.02518176752	745.454700683005	737.88722313664	753.114908824635	859.966018222113	305.460723959616	335.19829183893	965.678064127321	386.835223369924
AMIGO3	150.236530411229	83.1788968234425	294.352499384388	88.351114257572	196.118246737257	66.4284658950997	46.4492735779365	2281.09238488057	30.7765328736764	110.884880571288	194.388211031766	671.063463432652	106.151440531889	149.280226545186	400.012693917754	116.9004493967	204.956334646639	41.5805220389067	70.7300787983255	11.5027086924403	97.355331199212	36.3895592218665	184.707824427481	69.197537552327	283.74781457769	168.962983255356	176.62243905442	72.999630632849	180.170241319872	386.274255109579	26.2903225806452	49.2494890421079	51.0752277764097	73.9805097266683	63.1878909135681	1653.84258187639	887.96393129771	208.208076828367	103.977117704999	255.108698596405	155.106876385127	109.025116966264	99.5904580152672	437.818560699335	103.369219404088	112.524790691948	748.047765328737	413.836690470328	244.696133957153	31.9581383895592
AMOT	1668.30502339325	4641.86838217188	1525.54038414184	2102.90470327506	1999.81403595174	2133.63728145777	1519.65328736764	2633.25183452352	2896.9434868259	1816.83452351638	2695.95631617828	2564.69881802512	3137.50110810145	1895.63863580399	2374.97899532135	4084.419576459	1654.64718049741	1414.25424772224	1685.23082984487	1187.80977591726	1861.7733316917	1996.41504555528	2799.11755725191	1804.33656734794	2661.8637035213	1817.49844865797	3484.39803004186	3423.23048510219	1765.0694163999	3037.36481162275	5509.33870967742	2676.2188377247	1837.55786752032	3496.96193055898	2441.45606993351	2371.02890913568	1812.20687022901	1621.16005909874	1939.37855208077	1797.07207584339	2649.00913568087	2205.82701305097	7987.35419847328	2875.11812361487	1456.3070918493	5065.93060822457	2212.49443486826	2203.80514651564	1492.11241073627	1017.12164491505
AMPH	11033.4652470062	9098.46734624282	13570.5940006999	10160.036364844	15241.0876773934	7478.1971124561	9410.49483898508	12802.8557624516	7369.03858631203	13261.117714719	9934.10419166915	13488.0165363081	14708.8804676059	11768.6791240328	10154.813792704	5591.41830489638	14048.7554958754	8828.78740652419	11172.6415946293	7408.47586801281	10937.7302550577	7383.87029056883	10274.1418943351	12101.1067467826	14052.7074186906	14280.5528716676	13413.9205429697	10490.53693307	14653.3517256574	10817.8197941912	7265.20251485569	11413.7751861416	9893.19342526471	11506.4003152581	12429.0223845404	13198.3229069195	15108.8207412616	14240.7371337109	13104.4257503985	17181.1793215957	14162.4503405306	14330.419472291	11071.7914398353	19052.0381099418	9756.73795320377	9476.3842511081	11835.1824088894	15269.0924992548	9464.59577665924	8240.9949584624
AMT	1598.38760125196	2070.60172338936	531.61523607097	770.15297470159	1302.43969854456	1215.06302570018	1237.81409006078	3255.97940842935	584.200341178605	1620.86895566298	2319.37733802926	2030.53581208932	1344.03180445573	673.323389040812	622.736163960134	423.455299770604	875.828724452105	468.279811817157	2082.59715133685	168.119182467373	841.858256975855	580.890605762128	2038.25611691442	1152.65217861818	2237.28542036574	896.851526393551	1435.01231839448	978.72716889799	1547.72746017963	1258.59354061095	1357.59656196944	986.655149431693	658.310022162029	989.800322710248	1250.18825282857	2465.69860256095	2458.69587183608	1263.65538044817	1213.03923165152	3377.40773824181	1745.31440305084	1780.78935704195	1712.9077842507	2823.07588129706	1306.39696956933	1732.0907904457	2281.22667446442	3126.24859122073	868.412788851592	235.947562824816
AMY2B	2385.20596633251	2783.94356175236	4612.98675462357	5030.25702607602	3150.19822055755	4016.83462719838	2661.96749528571	1539.80600934434	2472.65697415402	4850.07513381459	5145.17340977721	2920.26190885056	3779.52049663682	2891.06344326326	4442.51933304929	2471.68557216268	4378.18801557498	3937.23207921305	2759.61646081468	2280.01649839941	4135.53390725644	3484.71367889682	2314.17110285255	2516.63033638331	2921.86871630335	3624.37788365583	5251.18212878601	2064.58731361539	3161.19218756075	2721.20993662437	3023.44222198642	3349.47015335217	3005.32184191086	2901.06585589497	4020.52430087547	1403.88663506525	2057.26260546404	3255.85828613642	4383.97856860509	2989.33480054174	3151.61532841276	3466.60543731127	2616.31344164323	2819.27573095815	3197.81506005456	2538.09361148732	3708.19888882049	3387.72706683601	3728.00818075338	3302.15650798999
ANAPC10	1889.54192803173	1477.91024864241	1402.64279604453	1479.7102120297	1443.9726085097	1398.42669034072	1789.46643781024	569.873912958955	1929.36548069571	968.255064218043	936.570568566207	474.195242939903	1447.09409790174	2438.49710824402	875.98635123576	1638.71941380785	1615.13528071903	2111.15895423735	1613.51157998419	2270.32898300911	1875.84678067367	2758.51828367397	857.088589795098	1789.56575707306	1866.84043177076	1365.85247346389	1037.9525978823	2425.39473198201	1507.27395054368	2170.66479283039	1274.97092529711	2393.50755906634	1822.95493720758	1995.02803302272	1761.50214330149	225.508126077321	1536.82814383286	2187.22642206353	1637.8868699698	688.265574981532	1911.82344574191	1868.85559364429	2025.10842707915	1768.42294158815	1292.65091078163	1479.01776040384	1216.17858901748	1508.82943013777	1380.05521228891	2462.70997550513
ANG	116.198473282443	1.22137404580153	1.23282442748092	112.587786259542	160.083969465649	2.19847328244275	2.23282442748092	552.538167938931	0.267175572519084	0.16793893129771	7.58778625954198	117.629770992366	0.190839694656489	1.3206106870229	16.1603053435114	217.538167938931	4.73664122137405	0.0648854961832061	6.19847328244275	0.0725190839694656	0.240458015267176	0.202290076335878	144.801526717557	11.2977099236641	62.5267175572519	2.73282442748092	18.5496183206107	0.194656488549618	5.23282442748092	25.2175572519084	0	3.74427480916031	2.35496183206107	5.22137404580153	7.65648854961832	617.534351145038	207.68320610687	1.34351145038168	23.5839694656489	277.690839694656	8.85114503816794	0.263358778625954	7.27862595419847	2.84351145038168	21.2213740458015	2.66030534351145	43.6526717557252	40.1641221374046	0.137404580152672	1.06106870229008
ANGPT2	2178.10362174212	2584.44980494822	2576.00434816418	1307.623243886	2744.29936105963	2121.46720408507	5522.3676758382	947.706527754377	4789.09412382224	2490.76459648259	2434.55287037157	1653.73854411021	4347.72003265983	5762.76829663422	2310.51717038842	1302.18505067458	5786.83502216203	1639.81275677497	1557.30922445859	3917.42070918493	2415.02910872355	1796.323811869	1818.87035958216	8384.04528830078	1551.87677231431	1938.19063848676	1933.13178404334	4414.84574061354	2852.34551964126	4484.5639102373	3911.08998302207	4988.52871311189	4797.20696872691	5017.05498321648	2382.73496837699	411.596694163999	1473.0970972278	9436.6362964787	2163.60942048238	1613.12491381433	2036.84811136744	2155.06858564782	5934.10443953395	5114.71732364339	2786.39768270714	5885.24021792662	3069.84041492243	2822.03888852888	2713.67489210591	1769.30674321855
ANGPTL7	73.6816055158828	41.6510711647378	74.087416892391	144.775424772224	75.9633095296725	111.842895838463	139.151933021423	8.34695887712386	106.331937946319	88.9588771238611	337.033489288353	210.192563408028	274.444471804974	144.830583600098	152.463678896823	18.1856685545432	117.480177296232	98.8704752524009	64.8106377739473	122.365673479439	59.9697118936223	102.590494951982	32.9312977099237	32.6675695641468	111.32996798818	171.377739473036	383.654272346713	93.450135434622	64.7325781827136	23.7744397931544	258.193548387097	147.55602068456	46.6557498153164	254.618813100222	359.490273331692	9.37355331199212	15.7557251908397	265.090371829599	390.285890174834	49.7993105146516	52.5533119921202	115.390790445703	112.961832061069	235.380694410244	299.844619551835	91.7217434129525	342.323319379463	90.9532134942132	147.97808421571	39.348682590495
ANK1	1339.9974021177	1084.14282196503	1519.48891898547	1400.43163629648	1185.241270623	1852.38611179512	1932.42440285644	460.002850283181	2973.59172617582	1471.85028318148	1210.02357178035	1601.36678773701	2514.92957399655	1955.07781334647	2042.94051957646	729.114140605762	3296.59863949766	1166.89670032012	1788.56836985964	408.256463925142	2803.4615858163	1446.56599359764	2518.11469465649	1421.97594188623	1569.53739842403	2384.77359640483	2750.42797956168	1378.85139128294	1615.99375769515	2232.84197242059	653.806451612903	1801.37775794139	2400.59997537552	2990.32508002955	1352.26144422556	505.998774932283	827.488358778626	3359.38291061315	3306.29368997784	2437.39973528688	2921.49993228269	2464.6053927604	1327.89427480916	2215.6675880325	1460.54927357794	2202.80745506033	1089.55091726176	2349.1284658951	2504.41122876139	1364.49101206599
ANK2	95834.132491835	73377.6382170259	91343.0745473632	87020.1219041201	88317.2845747094	92035.7193976075	84948.5086517775	92895.9929885043	86173.6961444874	90255.8437674153	97525.8977954613	80714.3860081131	91651.4012752887	88222.5567019077	88990.8103437383	66733.9817406265	93231.9240796602	86409.7838359751	78765.1816217162	90314.5705491258	87933.1961501575	95932.9417015513	85593.068802732	84607.7684003162	90885.6793237017	100181.098740912	95843.9196626447	96742.3961811001	91895.5274336111	89201.0312568851	61233.3023132428	90286.8414167498	86170.8911598128	101684.432677977	107087.356503292	68471.8352006895	77332.3747488951	99160.9649101207	84811.8202283596	80769.0799679882	83298.569110538	92336.3031062481	74139.408472278	99393.3312089322	82677.9898723739	73477.3888666585	93464.1792969712	85237.911361604	78963.147572707	90431.1680685338
ANK3	35826.6369593955	25677.8594784795	30761.9199315699	28255.0554374733	31639.0493215309	36034.8378931816	35857.7824103475	25149.258782514	35059.9493383792	34184.7956719242	28392.5290367942	24321.1386720927	27415.9653896499	36999.0967612333	24974.8347133841	44204.7157434648	31293.4515144053	36013.1480287458	34194.3829695823	44425.7484609702	30075.7083943545	42140.9604777148	30018.1592205705	33725.5736479218	28790.6912835833	34425.8747702796	28102.2469096282	35362.2220998199	32777.5868246089	31514.56456797	16591.0874363328	33112.7484661543	26486.8095296725	35228.1413969854	34935.4724004977	13517.3491012066	27181.5775210928	39316.8135927112	34527.7432943662	26373.1774439793	31651.8222592309	27891.5682648816	28318.7314383286	34560.1236945787	34967.8390200754	23713.1398916523	34200.9200196996	38943.1389617543	33149.5518377636	47815.7151725657
ANKIB1	12786.2780170654	16960.8270628669	16090.8981583483	16991.2741789681	13160.0970813515	16990.8948146036	18361.3021799952	9695.59640061432	16720.7189363036	12557.0321932633	11948.3521076608	9428.47297431278	14897.8620964502	14693.8872672825	14759.2554492185	15271.2148004445	15306.8430297341	17682.6117206029	16590.5278366749	21974.0769514898	13521.8565980637	18970.2261142576	15139.5771293692	16135.032077593	12552.7104918901	14276.7312228645	11852.1795185915	17518.1828379547	17361.8219274485	16315.7452857087	16223.2120649406	23985.7865607058	15693.0235163753	16169.7972559909	18176.2151724847	6583.06993967003	14378.4410506227	20116.8203644423	10492.0892290595	15772.9528010342	18065.1251963478	17263.3400453933	18639.7442019887	17670.4560605373	16920.9664304391	15684.2991673849	14600.4615150209	12889.0677017587	16783.5939670842	21136.4518980287
ANKRD22	2223.16506864073	9173.74045032012	131.460600837232	10.312484609702	9.79118443733071	22.8172863826644	670.165237934006	5.13235656242305	89.5101652918	19.8565624230485	12.5060329967988	123.159689731593	235.194040876631	414.405141898547	78.8169862718542	124.073888820488	87.8236348805713	7.91049002708692	25.5430928342773	7.85631617828121	132.196749569072	339.790199458262	33.263358778626	4103.52834892883	2104.35172217434	28.4283427727161	13.5994828859887	548.204252339325	131.444471804974	236.327013050973	8327.61391129032	147.111194902733	146.077690224083	372.747506771731	2115.23721835755	4.74008864811623	19.6030534351145	39.9170155134203	14.0331199212017	21.7101699088894	37.5886481162275	628.54834092588	1394.84422709924	249.884757448904	84.9481116104408	5592.88553465895	243.793539152918	20.1901009603546	184.479507818271	6.85693179019946
ANKRD28	10041.7220869406	8785.16082739862	12548.5570121438	16499.0777566454	18652.0232169935	16363.1795253956	12078.0950533152	14888.3310077243	11382.5578541551	17973.0471979938	12803.7259739629	16556.5957318654	13331.4073730867	10179.1955179402	13861.0118984014	19044.5660034798	11057.7433960231	15992.4037020957	11786.0550771783	15996.9886727407	12962.2222035019	11591.6891159813	10703.9190739253	12529.1156802836	15116.4144919096	14706.783625047	16801.4902548633	11477.4655099373	15554.201239648	12312.0767992068	11125.6141235144	11652.4733687904	9868.95813838956	11703.4031554971	13064.4528808208	15474.8423848806	12925.1270289273	10087.9480423541	20081.576909693	13854.0749876878	10171.973038466	10172.5459821602	8506.92079399357	8644.74044473101	12088.9700167025	11241.6048525609	15724.7968449889	23696.3578111432	14275.9622496242	16649.9310385049
ANKRD34A	408.698554284011	390.402752757293	517.525013284257	281.410166020814	396.3957283013	233.648893842585	493.884096476108	214.361694682409	448.427448515403	422.313103461683	289.359656682953	183.538420663824	391.916283259244	847.979321919672	639.239236511619	167.832407755414	1030.63962078306	231.038734949909	392.706194351923	314.467865057868	509.727063595951	283.014774686038	179.186420249096	238.079452818207	284.705053849843	431.654045542322	399.739473036198	336.376391606942	726.694792571184	423.792389740665	253.577249575552	328.208394354515	264.902979561684	393.591632214	391.077090812478	25.6732331937946	530.909903575733	1095.66781580891	398.625354786869	442.457030288106	749.522667478842	685.444844412188	618.534853354761	925.494216488031	431.808949701266	204.872937700074	306.114011327259	505.352995113985	538.517635661426	271.219118962143
ANKRD34C	717.31261623725	265.554028450991	2594.99429100947	331.320114957426	324.872373929159	498.036353503804	1205.01832538978	43.4192608768906	720.338741673039	859.734561101103	1305.0938840576	678.921412278542	1013.64851151518	1001.36900061885	408.303266226234	567.598484136653	566.132025671017	346.091223966096	592.862329734704	495.224821472544	813.558279008282	288.583415414922	597.482322217758	629.144301053668	1063.20841257987	1010.1394522998	878.487441516868	473.267039894892	703.987924286214	281.947384621366	166.072103140917	317.113511547584	495.743905442009	704.062570471364	539.811064247204	38.7592957399655	155.286560867818	544.770376754494	357.82313793595	207.746983501601	867.703634702368	857.686681884161	210.732686319807	618.955011729027	652.410671065592	774.438877431667	1115.60202228515	347.334782721393	1839.66563160163	132.051802122889
ANKRD35	520.824089947381	564.855960176389	398.642258194119	448.045563382107	518.37238948146	575.349525006804	194.961708533677	2774.33517703703	495.203083486696	356.742826501121	351.666785792973	961.048820941173	368.14214155186	355.338129301183	615.235708326313	446.067965661815	397.006274624477	226.115051387395	342.112003784393	316.300787983255	776.622986301015	552.304235409998	730.120721173162	372.694618579816	381.156391752744	590.507580774764	472.476982270377	434.389455944867	187.384787905494	693.119256988815	157.958351018676	471.738116907943	301.285520807683	609.208899480294	394.12953357677	2140.10466018222	1226.06680393732	337.151440531889	294.846285916095	618.76934868259	466.990445379023	473.559758906932	421.768785154681	833.293078902008	726.843587510854	236.164825474021	852.076849913814	838.414262108114	293.32060380189	678.399305330551
ANKRD37	169.253324304359	247.993782319626	153.791430682098	561.76046540261	504.494582615119	490.24525978823	181.888204875646	16.247537552327	121.087601575967	824.787552327013	238.147562176804	445.160982516622	384.052203890667	363.753508987934	334.949335139128	385.505602068456	255.928281211524	295.366781580891	119.946872691455	38.7049987687762	320.460293031273	214.914368382172	332.416030534351	243.972728392022	181.078921447919	590.226914553066	652.851637527703	173.858409258803	653.009172617582	76.3811253385866	159.290322580645	142.387466141345	233.170647623738	181.945395222852	299.941516867767	18.2397192809653	264.923664122137	195.929450874169	844.228453582861	536.584461955183	178.469280965279	376.378170401379	191.675572519084	275.364934745137	513.034104900271	453.086431913322	741.89337601576	1410.48134695888	470.684683575474	169.286382664368
ANKRD39	1300.187344963	1841.9228411462	2223.51075052813	2922.90996513693	2644.53329358856	2774.42189504789	1976.92246529893	3595.77876981298	1417.65223758732	2378.75665508884	1936.03314000959	1763.34384452883	2575.23850101738	2364.91222670071	2071.00042574424	2542.88632499125	2513.82969711894	2974.13355214557	1855.48972187302	2256.25030780596	2602.08463691857	1914.90790445703	1921.87131378063	1967.65474409985	2550.23016433598	3142.03978278619	2936.39061807437	2057.6871589834	2225.08579297295	1610.06077061652	2202.73514431239	2017.71767519019	1756.8380940655	1677.25382586607	3160.04446726889	2524.37017975868	2573.5866010446	2326.63728145777	2553.71028849519	2935.28451120414	2302.95870604855	2211.60213649736	1108.84108075532	2013.31105055794	2702.26588019544	1699.79202166954	2548.45599606008	3856.20799712282	2502.13173771044	2221.66749180264
ANKRD40	24089.0734778185	17171.7765312536	20271.4691870035	25711.7978395262	25924.5814279604	25088.6876968338	17616.0682956622	30792.1642854366	23702.4151508573	21049.338068145	20075.7890110033	26291.548655374	25268.5234645343	19886.2404985161	21491.0337254889	23069.8066453687	21880.1302080768	23764.1294210656	19433.4809056623	25255.3666584585	20474.1037079278	21012.0957892145	17278.0910807553	21348.6374875258	21647.9757043896	22657.2724128099	21514.6442501847	21754.1898336552	22309.8786946435	27164.5057478713	19656.7973259762	23728.4962655037	18679.1376508249	22157.3921085032	21128.2070422763	27879.8981285398	25699.3139011651	21075.5296724945	24640.7282870436	22592.1297463679	18410.5127502948	18224.0255219741	18821.4419746886	21545.7539509325	20959.7672782825	20102.3512127555	26007.6725067717	28903.6966990241	23121.3956975207	24168.1899195168
ANKRD42	1783.08499073342	2121.17125027541	1761.83857359478	1024.76731975531	1403.9523347892	1543.51487188792	2741.93789447764	1566.09878854055	1592.47806477533	1968.95959317772	1032.42249802356	2223.86785047759	1702.60620925621	2865.11544343499	1761.47037027437	703.721538964994	1254.96849913814	1393.13959162249	1334.95731670965	708.591972420586	1407.05793232157	2452.18185176065	1617.76776817999	1602.91016861286	860.955998328128	2585.76841230446	914.701680620537	1669.56520950246	1547.42915084436	1250.23983916329	498.797962648557	1777.45950472401	1481.62250677173	2047.19264246556	1849.00708310113	2397.99471189362	2088.08086580956	2909.01969958138	1528.28446551925	2659.51694779611	2753.91057783279	1720.78943804352	1153.23808758538	971.067959343693	1352.26658134501	741.111074858409	1662.58662275302	1094.70059293148	736.202701564302	1147.79391905027
ANKRD44	11484.4556445133	8748.1441941316	10455.4408882956	13803.9527112845	19163.7446027035	16921.4831063129	13302.0442414365	12565.2066375925	16224.5894597519	12495.0586451354	16085.924018585	10028.0703437059	13559.6898093547	12346.8386335359	11031.2162395184	28076.3568073718	10575.5002277764	18344.6267253334	14328.5610350056	19098.9072888451	12941.5126232844	17801.4391775425	8507.92292085175	7600.56897186329	16435.4231862129	10995.4263721666	10347.155836001	17016.57902999	14996.7717881258	15223.7906271465	14056.8100594228	13235.1057063985	8025.26606747107	10524.1760701927	11950.3372480851	7766.71185668555	8104.37418642025	6729.65082491997	9813.84689472388	7206.53522531396	7245.48036975596	12325.8496448891	6955.6909501808	8352.00472984357	9712.4266219754	8576.7480731347	13425.8139867028	12558.0944245001	21092.8640226675	21855.1935743076
ANKRD45	1189.18097823974	1044.41647442294	370.044706385516	110.245915900932	104.529049106391	408.618839020723	309.832482276857	928.924567775632	1321.40478427662	1058.39672300056	116.689124729455	246.74898035226	437.018636840809	381.337523814461	279.396435931	66.6840754157001	535.930503570549	92.5889850827512	249.682845811895	129.476114257572	1573.98743827681	437.99661413445	592.943682201687	1208.35975258881	50.9379317383585	2011.95680315971	75.9430374292046	244.902778677795	350.775096877876	273.77893700022	19.3633276740238	444.262878925336	677.063900517114	469.651533845695	377.160129408105	45.7290507264221	220.343179991965	406.846958877124	117.132402247307	232.836930558976	1487.90204221154	475.3873656994	539.551607071113	467.890634598686	702.782433675916	284.804118443733	275.919705737503	364.412581163571	180.545574722327	265.244741378193
ANKRD55	1953.10623582473	2040.84325872549	1772.57386695006	1573.53108354178	2011.12044220376	1626.97117640198	2692.37352739149	522.743382819891	2551.334452235	2891.59334620718	2307.6586726759	1675.77848630749	3054.8355473762	3729.92222553429	2049.39243704558	558.904758032116	2348.89197857671	1706.3608263456	2892.14239881284	1476.14331445457	3271.36484402338	4130.5203151933	3595.80764363198	3831.92569499346	1368.8000411488	2229.0762863049	1306.16677542477	2896.53069635428	2104.69415557485	2317.78690431447	3044.39898132428	2609.81877907956	3085.61659689732	2812.80395482057	2479.332644604	579.450695641468	1832.12907794295	2429.91824673726	1086.84900756879	3206.20341664615	5001.90748357288	3246.64949001413	4697.0614102049	3156.10487661841	3565.31592426029	4408.1502893376	2998.05676557498	1680.0981972291	2672.98970956078	1588.84734120453
ANKRD65	239.701010413562	111.130018047149	134.774763799427	144.914365142109	186.858879715911	381.974546067212	209.007467534571	105.417672598141	414.742744689537	175.646282352026	137.297811661634	115.831496001763	115.342183024663	248.436263916069	127.035587390972	232.265847470807	317.89826705245	256.750298085771	184.561812620692	512.644545678404	312.663918013453	311.401933021423	319.023161912415	191.860460866522	281.480566913775	117.518312186524	166.104247722236	435.01946386682	194.142590624554	186.819460464755	122.198111205433	492.518427208751	154.46897315932	154.556100390104	411.204592626913	22.3064146761881	346.337324226597	382.967372568333	194.946740496896	89.2164614626939	162.472570924973	130.209351793051	175.567180594616	314.75039463964	157.731418726267	109.00587601576	284.130749815316	199.956501509869	219.316002507809	611.201518941407
ANKS1B	17545.3965951801	18457.8084272412	15662.8881335943	15700.5110891147	18403.5255291022	17605.071022175	16900.000930708	18943.4138768647	21283.8795871188	17911.1926541298	13410.4806986223	22902.95381971	19023.7937052061	22203.0122320468	15867.2912072798	18999.091423554	18467.2046571042	18999.1127120621	18120.0899525655	24113.9490273332	17314.0920210215	21988.1010219158	28110.9943852953	21543.4712191708	16975.7328122772	18426.3453916588	14614.768646885	22892.5084460335	19557.4516310476	20385.3784911676	9884.83839134126	24646.9771990306	21760.811622753	18825.699068158	21484.517404483	31652.3532319626	21352.4564985938	16791.7661905935	15306.4349094078	21988.8999445949	22896.3622257287	15452.1559328789	15878.3187374448	21793.9997644474	19902.5698448982	16491.6437115243	18440.8670524501	18467.5904133024	22405.5743667297	19946.9265153773
ANKUB1	30.3888820487565	30.434683575474	77.6753262743167	392.909443486826	374.829229253878	879.913075597143	17.3850036936715	7.53601329721743	2.68757695148978	120.763297217434	414.748153164245	36.8643806944102	370.73651809899	28.4799310514652	103.522223590249	289.76181974883	350.142637281458	130.323319379463	44.3082368874661	13.0643930066486	62.9244644176311	20.7836124107363	4.6030534351145	9.05509726668308	369.408273824181	70.3688746614134	178.35730115735	4.69576459000246	72.5221004678651	6.89479192317163	352.129032258065	24.0208076828367	18.6292785028318	58.5798448657966	635.667815808914	8.68160551588279	0.366412213740458	24.2192809652795	674.127616350652	572.139743905442	4.85551588278749	41.4380078798326	4.55725190839695	17.9128293523763	49.8137158335385	61.6109332676681	88.4343757695149	616.304050726422	382.549002708692	45.1866535336124
ANLN	15514.7348041058	5230.22335372413	5159.68537046877	10389.5715567853	8600.01404243186	13074.1011029174	13707.9213636776	19514.2563829236	17954.7827959149	5144.81713409972	5145.14710856802	8948.98732163455	5708.7067872834	7254.62577275496	5728.04251286305	33472.8506104278	4646.05103422802	23637.8058424811	14090.6015273656	41656.1330952967	9358.36279306367	21877.0278872199	8342.99397348333	11629.4950329838	12904.64411151	5721.37891885587	3976.98325535582	21833.4064917897	8918.58477624127	15399.3114251092	7210.70797962649	19098.8311732915	8149.49187392268	8913.78956764603	8885.3950154875	12164.3457276533	13773.1715548413	6951.86050233933	7709.78611373916	6079.1626446688	5348.87239012947	5612.00329514379	5745.03173965448	5833.02773493695	8838.97080703482	3185.71016990889	5736.0526963802	7377.61742959344	10583.468649153	34362.3497712516
