	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
ABCG2	10808.7060487921	10768.0757052807	1459.19420287977	4131.736208673	12492.2055910522	1299.58515532861	8708.48999023121	28561.2593595692	1847.69963200988	1313.34641130652	768.670673868246	21992.9659142161	255.959998185565	4545.2455112981	5048.10668497842	3314.37860829586	3453.62374876878	1290.06595795695	3699.35782086341	3774.55996060084	1478.88727173758	2742.7597882295	4837.16692446766	10875.53915065	4694.3922626492	492.204686750736	1066.77740088648	8161.16481996591	2811.02247113104	7769.28811609793	43930.8873620543	9853.34562704934	1326.46072395962	2811.0802787102	1958.60847397906	34643.1960169909	21449.0848834873	389.742427973406	2356.70919886209	15878.0277825659	2741.82093825736	12112.6836896862	11853.921281137	2568.89764868648	5376.12721207183	12611.3095712263	8734.55053250431	8744.74783952617	528.056255994116	2694.42740315453
ABHD1	49.6993043585324	233.907319625708	113.430682098005	106.840402610195	163.082615119429	108.2597882295	210.829875646393	218.912552327013	48.9765759665107	135.802327013051	83.6871768037429	76.1075166215218	48.2038906673233	148.133987934006	81.9601391282935	16.4770684560453	52.2812115242551	29.2815808914061	119.372691455307	15.9987687761635	190.543031273085	97.6183821718788	138.155534351145	126.97839202167	22.9214479192317	79.0395530657474	42.5125277025363	168.78425880325	187.672617581876	80.125338586555	87.1975806451613	165.841141344496	85.6476237379956	106.395222851514	249.76686776656	159.594280965279	196.539122137405	101.950874168924	29.8285828613642	99.3369551834524	77.9059652794878	225.170401378971	303.447519083969	251.559745136666	87.2299002708693	112.181913321842	89.2510157596651	119.096958877124	21.8085754740212	19.3826643683822
ABHD10	3611.99144315634	3160.11701567542	3253.82375354787	3749.45344677873	4142.27642011949	4848.84647286771	3426.48642332716	2262.2892818725	4053.5345868596	5031.92660933916	2141.96465221167	2977.87306600656	4382.57459272412	6390.86856280538	3560.52486926347	1752.85859426638	4559.85954506279	4604.95699140735	3956.93586166228	1956.90544200936	3765.5179596677	3906.2417508003	4192.62661711531	4439.63524410633	1654.28891072331	6442.03504387045	3872.11212755479	4186.58436556332	4149.93860923547	3111.91284555269	2729.98800933786	3415.04833946785	4447.73750307806	4854.87416762789	5026.62241815602	599.790778133465	4054.47563278425	3928.32713617336	2510.22463743698	3297.22815808914	5715.30971241203	4212.51972064179	3658.35564985938	4959.69632123278	2862.95568290802	3300.33344311746	4776.75301034228	4407.65433649995	2551.68214903641	2355.29388664965
ABHD14B	250.013390126233	398.254420660584	794.015863347114	640.60313119662	767.220917844969	299.215671535401	877.944078542361	195.582235384077	1163.63348936935	346.116963024404	660.827834082868	244.589651239648	212.432399331251	903.321827735585	697.528374606332	115.11515134333	260.383592403349	556.797881646989	353.161596832515	646.174956907166	341.281308726137	239.252893376016	898.37159501808	812.502072668127	89.9382375192784	241.557798830985	160.407313469589	290.055837216009	348.881567931155	280.66833421895	410.784645585739	404.206709683899	365.47266683083	286.037517010329	304.897498266566	717.990174833785	388.451928485335	319.030780595912	602.459033294885	308.756168431421	336.785360100572	368.226095627211	1050.37168290478	938.875347658731	210.766368877901	284.793866966264	338.555660551588	203.199775139647	198.531359352117	186.391814305525
ABHD15	16.9743058975622	30.1470158212263	17.5912336862842	22.1170278256587	11.3335385373061	22.3543462201428	15.7494998153164	0.810699335139128	3.92187115242551	22.9493351391283	41.3750923417877	9.46928096527949	10.5131740950505	7.76975344742674	34.3551388204876	15.3369090125585	18.2991181359271	33.1338340310268	24.5720881556267	21.5717803496676	15.1662767791184	12.5733193794632	17.9198473282443	7.55974513666585	20.4108363087909	20.3815562669293	29.0321349421325	21.1464617704999	17.4863949766067	3.14276040384142	43.9747983870968	20.9114596158582	19.2435360748584	7.08350775671017	22.0978592095543	0.865919724205861	2.38167938931298	7.51403595173603	32.9061191824674	4.3680128047279	16.6697242058606	13.8530996060084	34.8408874045802	5.30435853238119	24.5280642083231	35.9882033366166	13.8657812115243	12.2222974636789	21.7912998645654	4.89066732331938
ABHD2	7480.63184965461	7908.24024660117	6985.39807410671	12684.9200773727	12133.5729506603	9511.31646340673	7272.53336697598	5446.17406848197	5774.19350059617	11282.4369030184	12126.6244067445	7913.0482335178	10662.9539587086	8161.1304392553	10467.7125774375	4185.22300736142	11432.8312576951	11356.6831575059	7457.30440907736	4876.50024624477	8943.2703411138	5975.37632356562	6099.68336681398	6834.0227426483	10703.883473574	10405.1012999132	13951.7724944595	4872.77538508146	8975.30495016784	5554.94598491427	11434.9058786078	6167.52387699426	6278.3704752524	8867.79727121917	10382.395968552	5402.15614380694	6670.44349136199	8346.60982516622	9387.24612553299	6954.90760896331	7684.58328062831	7277.68828814526	7740.76510144636	7480.01041939372	7599.18757257741	9118.70111733563	13031.2997968481	9731.47797664563	9885.27710069467	5407.35504607369
ABHD3	2438.1395611659	2770.58536269262	2419.20503764953	2752.00027540533	2582.66301533198	2448.58540157337	2239.18126854936	10901.0604615145	2417.87730530463	3755.69835664018	2190.23151479413	2833.93449953991	2857.10663694449	1922.914566026	4246.24998250366	1624.45672637022	2071.06521792662	2666.1280731995	2120.27097033399	1645.38697365181	2771.55816560609	1297.51748337848	1794.13200080354	2992.60322969453	3209.44944530126	2683.47439248824	2737.77504309283	2419.2594318226	2757.82524138467	3233.14818750891	1556.92869269949	1827.92598595109	1406.95185914799	1935.53408934797	2242.27214518073	6640.67999261266	4200.46904379269	1908.59024870722	2087.66259088376	2115.95748584093	3588.1215600254	1820.93758343162	1645.94146243471	2561.25434038803	2274.97195012895	1359.29964294509	4708.36824673726	3276.14556176208	1886.50486009409	1697.19174691222
ABHD5	4781.9431353601	3521.0574483372	6723.72287095478	4256.78778237147	6819.49437395508	4264.71020878964	6100.76239769502	6718.76107907049	7121.91809890939	4484.94749154344	5705.78404722715	7066.69116629298	4279.42933423191	3675.82394916666	4135.7203202964	9423.75880827253	5717.24044108594	8168.00543034513	7390.93041252479	8505.89411475006	4679.27963685377	3907.18086678158	5772.21542788268	5536.73513491621	4735.81853421182	3817.73577418059	3783.62738241812	5935.18474392164	4457.93458572558	6255.70017107531	4080.61858022071	6018.64276088985	4294.69564146762	8048.44048101971	6228.85622002942	7459.65816301404	6862.84081960627	6833.77517852746	5088.84496818258	7565.1281457769	5983.65248772016	5954.66438701253	4392.15999648453	6139.73545017432	6727.79872592633	4650.0757956784	6860.4498553312	7185.6858318537	5057.47005655529	6699.54071462824
ABI3	2.64375	1.71875	0	36.125	27.2	0	0.28125	76.925	0.03125	0	18.275	36.975	0	0.03125	19.58125	3.0375	1.45625	0	0.85	0	0	0	41.225	1.825	61.71875	0.425	2.975	0.21875	17.85	4.25	2.34375	0.4875	0	0.975	1.36875	138.975	35.275	0	3.825	30.175	1.275	0.3125	18.50625	0.425	3.43125	6.33125	41.2875	23.8	0.03125	0
ABL2	7262.45102936793	13533.7399606656	7382.17313599191	9506.95280200625	11651.4018312835	7838.87594447829	10275.833365194	10563.6053778561	4998.46374855817	9244.03575085214	8955.72792934071	12461.1711200249	13306.6249368188	7929.23990234451	12283.8950572843	5231.95019958786	8346.32406426988	10835.9306788579	8716.84911935095	4196.0700566363	12092.1817837193	5331.68905442009	7403.21522699879	11081.2623887038	12915.2182976062	9885.5408779274	12497.1246737257	6300.66448988452	9078.68069117018	6691.61297126712	21209.4806876061	5615.61603118236	4774.65020930805	10436.1802408015	14482.5810135564	14208.2729130756	8196.82987143431	6948.74525978823	8583.40692466206	10192.5147500616	5230.41570717609	12068.6173194313	19217.6381378063	7239.62615961845	8358.65091142965	18702.2991319872	12601.9547032751	11661.5211977864	8781.49797658083	5484.66850270221
